epoch,loss,val_loss
0,0.25298917293548584,0.14692366123199463
1,0.13058367371559143,0.11545532941818237
2,0.10420829057693481,0.09538212418556213
3,0.08959603309631348,0.09026266634464264
4,0.08159516751766205,0.08240772783756256
5,0.07606276869773865,0.0781058520078659
6,0.07230040431022644,0.08004696667194366
7,0.06869953125715256,0.08039694279432297
8,0.0661153718829155,0.07569020986557007
9,0.06340964138507843,0.06748814880847931
10,0.061263348907232285,0.06252852827310562
11,0.05953426659107208,0.06284712255001068
12,0.05774877965450287,0.0702524334192276
13,0.05696089193224907,0.06336061656475067
14,0.055701736360788345,0.06269435584545135
15,0.05423026159405708,0.06449832022190094
16,0.05271482095122337,0.058635205030441284
17,0.052049580961465836,0.06368155032396317
18,0.050735630095005035,0.058479756116867065
19,0.05025998502969742,0.05482451245188713
20,0.04879825934767723,0.05517143756151199
21,0.0482511892914772,0.055174343287944794
22,0.04759649932384491,0.05435487627983093
23,0.046888310462236404,0.056858159601688385
24,0.045728396624326706,0.057833947241306305
25,0.04551737755537033,0.053930409252643585
26,0.044334109872579575,0.05279378220438957
27,0.04427971690893173,0.05398586392402649
28,0.04381340369582176,0.05314604192972183
29,0.04353753849864006,0.05483744665980339
30,0.042619697749614716,0.052098412066698074
31,0.04176720604300499,0.051025621592998505
32,0.04137910529971123,0.054867684841156006
33,0.0406627431511879,0.05197128653526306
34,0.040784068405628204,0.05106108635663986
35,0.039972934871912,0.05233414098620415
36,0.03973974660038948,0.05124150589108467
37,0.038747720420360565,0.053722500801086426
38,0.03878995403647423,0.05151236057281494
39,0.03871418908238411,0.051249634474515915
40,0.03775626793503761,0.05229591205716133
41,0.037251975387334824,0.05021233484148979
42,0.03743834048509598,0.05164830759167671
43,0.03677802160382271,0.05337255075573921
44,0.03639613464474678,0.04927918314933777
45,0.03608180209994316,0.05119837448000908
46,0.0357062928378582,0.04843612760305405
47,0.035137828439474106,0.051873963326215744
48,0.03528224676847458,0.04894120618700981
49,0.03480391949415207,0.049489639699459076
50,0.03475618362426758,0.048538126051425934
51,0.03389883413910866,0.048202868551015854
52,0.03407283499836922,0.048108212649822235
53,0.033182594925165176,0.050193022936582565
54,0.03310511261224747,0.04691522195935249
55,0.03283477947115898,0.04955576732754707
56,0.03263579681515694,0.050876278430223465
