epoch,loss,val_loss
0,0.1283414512872696,0.06495878100395203
1,0.059278398752212524,0.05332009121775627
2,0.05067310854792595,0.04823596030473709
3,0.046323664486408234,0.044830288738012314
4,0.04329841956496239,0.04305249825119972
5,0.041091445833444595,0.040617935359478
6,0.03946584835648537,0.040187567472457886
7,0.038130760192871094,0.03849266469478607
8,0.03700465336441994,0.03823922574520111
9,0.036042507737874985,0.03836363926529884
10,0.035216569900512695,0.037391625344753265
11,0.03452417254447937,0.03653033822774887
12,0.033863406628370285,0.03666175156831741
13,0.03324589878320694,0.03678566962480545
14,0.032696645706892014,0.035604655742645264
15,0.032189466059207916,0.03551437333226204
16,0.03170303627848625,0.035195160657167435
17,0.03128032386302948,0.035063497722148895
18,0.030876465141773224,0.03485093265771866
19,0.03049948811531067,0.03431195020675659
20,0.030129291117191315,0.03531355410814285
21,0.029802342876791954,0.03404001146554947
22,0.02945922315120697,0.03420496731996536
23,0.029156578704714775,0.03394095599651337
24,0.028871597722172737,0.03386985510587692
25,0.02861376665532589,0.033890578895807266
26,0.028298605233430862,0.03376062959432602
27,0.028101976960897446,0.0331086739897728
28,0.027806436643004417,0.0342247411608696
29,0.027583956718444824,0.03329155966639519
30,0.027365241199731827,0.03330279141664505
31,0.027145991101861,0.03428734838962555
32,0.02695772983133793,0.033149559050798416
33,0.026732489466667175,0.03391000255942345
34,0.026552550494670868,0.03322143107652664
35,0.026319043710827827,0.03305470570921898
36,0.026154760271310806,0.03318668156862259
37,0.0259688813239336,0.033252183347940445
38,0.02581828646361828,0.03219899162650108
39,0.02564999647438526,0.03221454843878746
40,0.02547055296599865,0.03260139375925064
41,0.025340091437101364,0.032679181545972824
42,0.025167493149638176,0.0328655019402504
43,0.02501140534877777,0.032728929072618484
44,0.024889471009373665,0.032728128135204315
45,0.024703744798898697,0.03311116248369217
46,0.024584727361798286,0.03335161879658699
47,0.024486497044563293,0.032372381538152695
48,0.024335913360118866,0.032386910170316696
49,0.02423657849431038,0.03211954981088638
50,0.024121085181832314,0.03208021819591522
51,0.023984968662261963,0.03208232298493385
52,0.023842772468924522,0.03248390182852745
53,0.023727135732769966,0.03267160803079605
54,0.023615306243300438,0.03282441571354866
55,0.023536471650004387,0.03239648789167404
56,0.02335483580827713,0.03227083384990692
57,0.023283056914806366,0.03233776614069939
58,0.023231804370880127,0.03296443819999695
59,0.023062370717525482,0.03219006955623627
60,0.022979870438575745,0.03319546580314636
61,0.022882549092173576,0.0324036106467247
62,0.02278154343366623,0.03232897073030472
63,0.022679120302200317,0.03322348743677139
64,0.022596528753638268,0.03261061757802963
65,0.022519253194332123,0.03412371873855591
66,0.022422924637794495,0.032706450670957565
67,0.022373614832758904,0.03367673605680466
68,0.022278262302279472,0.03295737877488136
69,0.022183410823345184,0.03303973749279976
70,0.022135471925139427,0.03304675221443176
71,0.02203683741390705,0.032442688941955566
72,0.021920816972851753,0.03369174152612686
73,0.021872377023100853,0.03297888860106468
74,0.021804869174957275,0.03225890174508095
75,0.02173939161002636,0.03269270434975624
76,0.021691961213946342,0.033190980553627014
77,0.021601270884275436,0.03226705640554428
78,0.02145710401237011,0.032525766640901566
79,0.021451052278280258,0.032297082245349884
80,0.021371373906731606,0.032069798558950424
81,0.021313795819878578,0.03296971321105957
82,0.021249689161777496,0.03323455899953842
83,0.021195221692323685,0.03273005411028862
84,0.021093763411045074,0.032870933413505554
85,0.02103818766772747,0.03228079527616501
86,0.021029721945524216,0.03339860588312149
87,0.02096537873148918,0.03307657688856125
88,0.02083447389304638,0.03239518404006958
89,0.020822599530220032,0.03317897766828537
90,0.02073219232261181,0.032898157835006714
91,0.020784052088856697,0.03281543403863907
92,0.020684627816081047,0.03214528411626816
93,0.020609809085726738,0.03349586948752403
