epoch,bur_vol_loss,loss,spin_loss,val_bur_vol_loss,val_loss,val_spin_loss
0,1.2702171802520752,0.1259215623140335,0.0624103881418705,1.1139869689941406,0.09858889877796173,0.0428895503282547
1,0.9043941497802734,0.08371982723474503,0.038500141352415085,0.8220301866531372,0.07736635953187943,0.03626486286520958
2,0.8307122588157654,0.07555309683084488,0.03401748090982437,1.2009615898132324,0.09301399439573288,0.03296590968966484
3,0.7901614904403687,0.07109074294567108,0.03158257529139519,0.7701090574264526,0.06970883160829544,0.031203368678689003
4,0.7637155652046204,0.06802056729793549,0.02983478643000126,0.7902043461799622,0.07192616909742355,0.03241594880819321
5,0.7481088638305664,0.06602732837200165,0.02862178348004818,0.7606745958328247,0.06651393324136734,0.028480207547545433
6,0.7189410924911499,0.06357961893081665,0.02763260342180729,0.7257479429244995,0.0640920028090477,0.027804607525467873
7,0.7000957131385803,0.06171360984444618,0.02670883946120739,0.7423380613327026,0.06475821882486343,0.02764132246375084
8,0.6919992566108704,0.06059056892991066,0.025990594178438187,0.7239499688148499,0.06364021450281143,0.027442723512649536
9,0.6790401935577393,0.05934678018093109,0.025394823402166367,0.6628510355949402,0.06013929843902588,0.026996750384569168
10,0.6650598645210266,0.05815860629081726,0.02490556612610817,0.6913511753082275,0.059941310435533524,0.025373753160238266
11,0.6603546738624573,0.057370126247406006,0.024352284148335457,0.7002137899398804,0.06133298948407173,0.026322299614548683
12,0.6547945737838745,0.05666831135749817,0.023928526788949966,0.6810991764068604,0.06004403159022331,0.025989079847931862
13,0.6454747319221497,0.05576207488775253,0.02348831668496132,0.6966990232467651,0.06085927039384842,0.026024311780929565
14,0.6328534483909607,0.054817620664834976,0.02317505143582821,0.6612356305122375,0.05821654200553894,0.025154748931527138
15,0.625156581401825,0.05408482998609543,0.02282697707414627,0.6568639874458313,0.05797393247485161,0.025130730122327805
16,0.6201626062393188,0.05355764552950859,0.022549523040652275,0.6687899231910706,0.058029402047395706,0.024589907377958298
17,0.6180671453475952,0.05312120169401169,0.022217843681573868,0.6482771039009094,0.05673183873295784,0.02431798167526722
18,0.6129970550537109,0.05258044973015785,0.02193058840930462,0.670021653175354,0.057830505073070526,0.024329420179128647
