epoch,loss,val_loss
0,0.7388328313827515,0.7849832773208618
1,0.5669798851013184,0.6986915469169617
2,0.5719872713088989,0.6800369024276733
3,0.5507006645202637,0.6940596699714661
4,0.49334388971328735,0.646886944770813
5,0.49868810176849365,0.6472824811935425
6,0.44735950231552124,0.6371198892593384
7,0.41330280900001526,0.6180007457733154
8,0.42132359743118286,0.5994411706924438
9,0.364997923374176,0.5855790972709656
10,0.3639599680900574,0.64610755443573
11,0.31816422939300537,0.632021963596344
12,0.3033013343811035,0.6494687795639038
13,0.2856893539428711,0.5873053073883057
14,0.26654672622680664,0.5772327780723572
15,0.2493887096643448,0.5772988200187683
16,0.2479567974805832,0.568301796913147
17,0.2547139525413513,0.5641674399375916
18,0.2202397584915161,0.5671263337135315
19,0.22110898792743683,0.5730509161949158
20,0.22828738391399384,0.6307682991027832
21,0.22279417514801025,0.6312445998191833
22,0.21659821271896362,0.5563451051712036
23,0.17852675914764404,0.5631616115570068
24,0.18071186542510986,0.5519875288009644
25,0.16944879293441772,0.5478022694587708
26,0.17579305171966553,0.5479661226272583
27,0.1512664258480072,0.5517805814743042
28,0.152277410030365,0.5493508577346802
29,0.16825255751609802,0.5509783625602722
30,0.16965985298156738,0.5557814240455627
31,0.160106360912323,0.5755671858787537
32,0.1582980901002884,0.6148867011070251
33,0.18146026134490967,0.543505072593689
34,0.15549534559249878,0.5509032011032104
35,0.14639408886432648,0.55923992395401
36,0.1320374608039856,0.5505978465080261
37,0.11665967106819153,0.5558862090110779
38,0.12397658824920654,0.5336418151855469
39,0.11072239279747009,0.5404889583587646
40,0.09887031465768814,0.552324652671814
41,0.10321595519781113,0.5545442700386047
42,0.0911635234951973,0.5421693921089172
43,0.10526071488857269,0.5284950733184814
44,0.10618890821933746,0.5254108309745789
45,0.10856373608112335,0.519414484500885
46,0.1054016649723053,0.5266962051391602
47,0.12587666511535645,0.5225999355316162
48,0.13683120906352997,0.5412124991416931
49,0.11692320555448532,0.5555727481842041
50,0.11614338308572769,0.5497913956642151
51,0.10906463861465454,0.550179123878479
52,0.09983542561531067,0.533560037612915
53,0.08791020512580872,0.5465644598007202
54,0.08868446946144104,0.525851845741272
55,0.08702389895915985,0.5209553837776184
56,0.08442549407482147,0.5234410166740417
57,0.08555822819471359,0.5226577520370483
58,0.07608433067798615,0.5215611457824707
59,0.07709090411663055,0.5296063423156738
60,0.06788615137338638,0.537513256072998
61,0.06034495681524277,0.5421907305717468
62,0.06648756563663483,0.5183082818984985
63,0.0622975192964077,0.52871173620224
64,0.06389739364385605,0.562984824180603
65,0.08493455499410629,0.5628246068954468
66,0.07924286276102066,0.5350500345230103
67,0.06730668991804123,0.5189952254295349
68,0.06378643959760666,0.5072065591812134
69,0.06510264426469803,0.5125582814216614
70,0.07789627462625504,0.5260897874832153
71,0.0699620470404625,0.5149106383323669
72,0.0566137433052063,0.5243209004402161
73,0.0791429877281189,0.5346465706825256
74,0.08367946743965149,0.5516834259033203
75,0.08860206604003906,0.5494571328163147
76,0.07645724713802338,0.5238305330276489
77,0.05629947781562805,0.509553074836731
78,0.058505021035671234,0.5095739364624023
79,0.060823097825050354,0.5303195714950562
80,0.06635869294404984,0.5274001359939575
81,0.07631180435419083,0.5260096192359924
82,0.08225619792938232,0.5094856023788452
